sent_id,sent_text,sent_label1,sent_label2,sent_label3
2551-0-0,Trasladar celebraciónes día del orgullo gay fuera de la ciudad,NO,SPAM,NONE
2551-0-0,Los días de celebración se convierten en un inconveniente para los vecinos y ciudadanos afectados teniendo que ser participes de una fiesta sin poder elegir.,YES,CLAIM,NONE
2551-0-0,"Una celebración mayormente controlada y organizada en una zona fuera de centro de la ciudad no evitara a los participes de su fiesta, sin alterar la vida del resto de vecinos que sufren los efectos negativos de la misma.",YES,CLAIM,NONE
2551-0-1,"La ciudad no dejara de obtener beneficios económicos en comercios, hoteles, etc. Se puede organizar a modo de los macro festivales de musica, al no causar molestias al resto de ciudadanos se puede ilimitar la duración de la fiesta.",YES,PREMISE,ALTERNATIVE
2551-0-2,"Mayor fiesta, menor molestia a resto de ciudadanos y los mismos ingresos.",YES,PREMISE,CONCLUSION
2551-0-3,Todos contentos.,NO,SPAM,NONE
2551-29397-0,"Estoy muy de acuerdo, la última fue insufrible para los vecinos de Centro, por lo largo, la suciedad y el ruido.",NO,SPAM,NONE
2551-30208-0,Si pero eso solo lo sabe el vecino que lo sufre.,YES,CLAIM,NONE
2551-30208-1,Es muy bonito ir de fiesta uno y que los demás se fastidien.,YES,CLAIM,NONE
2551-30208-2,"Ruidos, suciedades, cortes de tráfico etc.",YES,PREMISE,EXEMPLIFICATION
2551-30208-3,"Y no hablamos de un par de horas, son días y horas interminables para los que lo sufrimos.",YES,PREMISE,ADDITION
2551-29534-0,"Yo voto para que no se célebre nunca más ningúna victoria deportiva dentro de la capital nada de victorias en la Cibeles o paseillos de la selección española por la gran vía o el paseo de Recoletos, tampoco desfiles militares, .",YES,CLAIM,NONE
2551-29534-1,"Ya está bien de masificaciones, manifestaciones y cottes de tráfico.",YES,CLAIM,NONE
2551-29534-2,A trabajar como Dios manda y a circular todos correctamente.,YES,CLAIM,NONE
2551-29534-3,¿Qué le parece esta propuesta?,NO,SPAM,NONE
2551-29534-4,La votaría?,NO,SPAM,NONE
2551-29534-5,"Porque de todo eso, salvo las manifestaciones, nadie se queja.",NO,SPAM,NONE
2551-30120-0,"Pues ponga la propuesta, pero analice las diferencias que son muchas.",NO,SPAM,NONE
2551-30120-1,No hay mayor ciego que el que no quiere ver.,NO,SPAM,NONE
2551-29541-0,Totalmente de acuerdo.,NO,SPAM,NONE
2551-31040-0,"Estoy en total acuerdo, si me llaman homofogo me da igual pero las truchas al río que hacen menos ruido.",YES,CLAIM,NONE
2551-31042-0,"A demás que la tolerancia es cosa de ambas partes, nosotros tenemos que aguantar no entiendo la fiesta porque tampoco hay la fiesta del orgullo heterosexual, somos personas a pesar de la condición y no tiene a que esa fiesta.",YES,PREMISE,COMPARISON
2551-39938-0,"Se te va la olla, en serio.",YES,PREMISE,CONCLUSION
2551-88145-0,Invitaría a los responsables municipales en este área a que vengan a oler por las calles aledañas a la Plaza de España.,NO,SPAM,NONE
2551-88145-1,"Son con los olores que duermo durante las fiestas del Orgullo, el de las micciones de cientos de personas.",YES,CLAIM,NONE
2551-88145-2,"Claro que se concilia el sueño por cansancio ya avanzada la madrugada y una vez que termina la algarabía, no sólo de los altavoces del escenario.",YES,PREMISE,RESULT
2551-88145-3,"Nadie en mi barrio quiere esas fiestas, pregunten a comerciantes, también de bares y restaurantes.",YES,CLAIM,NONE
2551-88145-4,Es la imposición de un colectivo.,YES,PREMISE,PRECISION
2551-88145-5,Espero que se pueda actuar por parte del ayuntamiento para evitar las múltiples incomodidades que tendremos que aguantar los vecinos.,NO,SPAM,NONE
2576-0-0,Contratar personal de limpieza,YES,CLAIM,NONE
2576-0-0,Contratar personal de limpieza en lugar de pedir a universitarios o madres de niños escolarizados limpiar.,YES,CLAIM,NONE
2576-0-0,"En noticias recientes, hemos visto cómo Carmena pretende que los universitarios barran Madrid, al igual que manifestó hace unos meses con las madres de los niños escolarizados.",NO,SPAM,NONE
2576-0-1,"Mi propuesta es, en lugar de promover que estudiantes o mujeres trabajadoras hagan ese trabajo, ¿por qué no se contrata a más personal de limpieza?",YES,CLAIM,NONE
2576-0-2,"De esta forma se podría reducir el paro de la capital, a la vez que no se quita tiempo de estudio a los universitarios o tiempo libre a las mujeres.",YES,PREMISE,RESULT
2576-0-3,"O si por contra prefiere limpieza de forma gratuita, ¿por qué no limpian las calles los concejales de Ahora Madrid?.",NO,SPAM,NONE
2576-29487-0,Este sitio no es el lugar creo yo.,YES,CLAIM,NONE
2576-29487-1,"Pero ya que te poner, haz un esfuerzo por contrastar esa noticia que sé dónde la has leído.",YES,PREMISE,OPPOSITION
2576-29487-2,Aquí te lo paso: .,NO,SPAM,NONE
2576-29576-0,"En ese enlace que me has pasado sólo habla de remunicipalizar servicios, no de que limpien universitarios.",NO,SPAM,NONE
2576-29576-1,"Es una medida que me parece injusta, puesto que la mayoría no ha podido votar la composición del Ayuntamiento de Madrid, las universidades son competencia de la Comunidad de Madrid y, por tanto, la alcaldesa no tiene legitimidad para hacerles limpiar las calles.",YES,CLAIM,NONE
2576-39087-0,No has entendido o no quieres entender.,YES,CLAIM,NONE
2576-39087-1,"No se trata de obligarles a limpiar por supuesto, pero si a concienciar a todos los que ensucian de forma innecesaria su entorno lo que no deben hacer y no rasgarnos las vestiduras por ello.",YES,PREMISE,RESTATEMENT
2576-29604-0,"Perdona pero no has entendido nada, lo de las madres era una propuesta por mi parte muy interesante ya que si dichas madres están en el paro y pueden tener un trabajo además en el colegio donde va su hijo pues mucho mejor y lo de los jovenes estudiantes también es lógico que al que ensucie se le enseñe a dejar de hacerlo, no para no tener que contratar a personas que limpien si no para evitar el que convirtamos a nuestros hijos en unos guarros.",YES,PREMISE,EXPLANATION
2576-29614-0,"En primer lugar, los empleos públicos no se deberían ofrecer en función de en qué colectivo te encuentres, sino a todos los ciudadanos por igual.",YES,CLAIM,NONE
2576-29614-1,"En segundo lugar, muéstrame una encuesta que diga que sólo los universitarios ensucian la calle.",YES,CLAIM,NONE
2576-29614-2,"En tercer lugar, para evitar que la gente ensucie ya están las multas o pueden limpiar ellos, pero no hay que generalizar con todo el colectivo universitario.",YES,CLAIM,NONE
2576-31661-0,"Por supuesto que no sólo los universitarios ensucian, es que de hecho no todos los universitarios ensucian, posiblemente sean una minoría, pero lo cierto es que encucian muchos de ellos, y no está de más concienciar a todos de que la limpieza no es una deshonrra, en el colegio de mi hijo hacen batallón de reciclaje, hacen grupos de trabajo semanales y conciencian al resto informando y vigilando que cumplen con las normas de limpieza del colegio, que tiene de malo eso.",YES,CLAIM,NONE
2576-31661-1,"Por otro lado los empleos públicos se deben ofrecer a todos los ciudadano pero si saliera una oferta de empleo público para limpiar un colegio de la zona donde tu vivas y otro donde yo viva, entiendo que tu si estuvieras interesad@o la solicitarías en la zona que más cerca te pille y yo igual, por lo tanto que problema hay?.",YES,PREMISE,OPPOSITION
2576-31661-2,"Y por último no he visto nunca a un agente multando a nadier por dejar que su perro se cague en la calle y no recoja la caquita, cosa que podían empezar también a vigilar.",YES,CLAIM,NONE
2576-29702-0,"Yo creo que todo parte de un malentendido por no tener el video completo de todo lo que dijese la alcaldesa ese día, yo propongo que se use la web para aclarar lo sucedido sin llevarnos las manos a la cabeza, que cuelguen el video completo y así podamos opinar.",YES,CLAIM,NONE
2576-29987-0,"En Aluche tenemos este problema con la suciedad y dejadez del barrio, por favor votad.",NO,SPAM,NONE
2576-30389-0,"Hola, soy universitaria y mi facultad, la de educación qué ironía da pena verla.",NO,SPAM,NONE
2576-30389-1,"Los fines de semana, por las noches, se reúne tal cantidad de gente a hacer botellón que hay que ir con cuidado para no atropellar a nadie.",NO,SPAM,NONE
2576-30389-2,No solo la gente que hace botellón ensucia mi facultad y otras facultades si no que los propios alumnos durante el día no son capaces de tirar sus desperdicios a la basura.,YES,CLAIM,NONE
2576-32017-0,Coincido contigo.,NO,SPAM,NONE
2576-32017-1,"En mis tiempos de universitario, todo de muy buen rollo y eso, pero cada vez que se hacía la fiesta de la primavera, o cualquier otra, se pedía insistentemente que la gente tirase los envases en los depósitos habilitados, y que ayudase a dejar la zona limpia para que no quedase como si hubiese pasado Atila con su tropa.",NO,SPAM,NONE
2576-32017-2,Pues nada de esto funciona.,YES,CLAIM,NONE
2576-32017-3,"Ni el por favor, ni el buen rollo ni nada de nada.",YES,PREMISE,ADDITION
2576-32017-4,"Los botelleros solo piensan en divertirse como sea, y les importa un comino si queda destrozado, sucio, o lo que sea.",YES,PREMISE,CONCLUSION
2576-73836-0,Madrid libre de excrementos vota.,NO,SPAM,NONE
2576-30752-0,Apoyo y añado otra propuesta.,NO,SPAM,NONE
2576-33718-0,Creo que nuestras propuestas son complementarias.,NO,SPAM,NONE
2576-34452-0,"A buen entendederas, pocas palabras bastan, pero en esta propuesta veo muuuchas palabras.",YES,PREMISE,OPPOSITION
2576-58608-0,"Aplaudo tu iniciativa, y creo podría que además podría tener una repercusión social importante empleo que podría además centrarse en los colectivos más necesitados y más próximos a esa actividad.",NO,SPAM,NONE
2576-58608-1,"Te Sugiero que consultes, y si te parece apoyes, la propuesta: .",NO,SPAM,NONE
2576-77498-0,Os proporngo otra forma de generar empleo y ayudar a las familias sin recursos.,NO,SPAM,NONE
2576-77498-1,"Teniendo en cuenta que en Madrid, los bancos de alimentos independientes que funcionan cuentan con tan sólo 4 asalariados y 450 voluntarios, la creación de un un banco de alimentos de gestión municipal y pública generaría un número de entorno a 500 empleos para la coordinación de la recogida, almacenamiento y entrega de comida a familias sin recursos.",YES,CLAIM,REASON
2576-89800-0,Te dejo esta propuesta por si te interesa.,NO,SPAM,NONE
2576-94253-0,Con respecto a la limpieza hay un problema bastante gordo.,YES,CLAIM,NONE
2576-94253-1,La herencia recibida que tanto les gusta a algunos viene al pelo.,NO,SPAM,NONE
2576-94253-2,Y es que la señora Botella y Gallardón hicieron contratos con las empresas actuales que superaban sus años de legislatura.,YES,CLAIM,NONE
2576-94253-3,Empresas como la de Florentino Pérez amiguito de Aznar y gentuza explotadora de la misma calaña que recorta en sus empresas y repercute en el servicio que dan.,YES,PREMISE,ADDITION
2576-94253-4,Con esto quiero decir que la problemática está en que prepararon la cama a sus amiguitos y ahora las culpas vienen para el que viene detrás.,YES,PREMISE,RESTATEMENT
2576-94253-5,Con Botella los parques estaban peor.,YES,PREMISE,ADDITION
2576-94253-6,"Quizá los del barrio Salamanca no, pero los demás estaban hechos una porquería.",YES,PREMISE,CONCESSION
2576-94253-7,Por otro lado los que hacen botellones deberían recoger los desperdicios y a demás no mear en vía pública o reventar botellas y demás actos vandálicos.,YES,PREMISE,ALTERNATIVE
2576-94253-8,"No multar por beber, sino multar por ese tipo de comportamientos.",YES,PREMISE,CONCLUSION
26277-0-0,No a la construcción de 1200 viviendas sociales de la EMVS en el Cañaveral,YES,CLAIM,NONE
26277-0-0,La vivienda social debe repartirse equitativamente entre todos los barrios de Madrid que ya están consolidados y disponen de los recursos y servicios necesarios para garantizar la integración social.,YES,CLAIM,NONE
26277-200044-0,Esperamos que el ayuntamiento se conciencie de la barbaridad que son 1200 viviendas.,YES,CLAIM,NONE
26277-200044-1,Cuando hay más barrios de la capital que no tienen o no tienen tantisimos.,YES,PREMISE,COMPARISON
26277-200044-2,Y cuando hay miles de viviendas sin ocupar por todo Madrid!.,YES,PREMISE,PRECISION
26277-200088-0,El Cañaveral pertenece al distrito de Vicálvaro.,YES,CLAIM,NONE
26277-200088-1,"Ya que miras un plano, hazlo bien.",YES,PREMISE,CONCLUSION
26277-200103-0,"Distrito13, Claro que intenta confundir, pero solo lo intenta.",NO,SPAM,NONE
26277-200103-1,"Mire usted, la vivienda social es responsabilidad de todos los barrios y no solo de algunos.",YES,CLAIM,NONE
26277-200103-2,Concentrar viviendas sociales en solo algunos barrios de Madrid es marginar a esos barrios y a los beneficiarios de las viviendas sociales.,YES,PREMISE,ADDITION
26277-200112-0,"Distrito13, Claro que intenta confundir, pero solo lo intenta.",NO,SPAM,NONE
26277-200112-1,"Mire usted, la vivienda social es responsabilidad de todos los barrios y no solo de algunos.",YES,CLAIM,NONE
26277-200112-2,Concentrar viviendas sociales en solo algunos barrios de Madrid es marginar a esos barrios y a los beneficiarios de las viviendas sociales.,YES,PREMISE,ADDITION
26277-200135-0,Este tipo de ayuda social debe distribuirse de forma equitativa entre todos los distritos.,YES,CLAIM,NONE
26277-200135-1,No es justo ayudar a quienes no tienen recursos a costa de que los mismos soporten las consecuencias.,YES,CLAIM,NONE
26277-200135-2,"Y si alguien piensa que la integración de unos no tiene consecuencias para otros es porque, seguramente, no ha tenido que convivir en esas circunstancias.",YES,PREMISE,CONDITION
26277-200135-3,"No vale todo, señores y señoras.",NO,SPAM,NONE
26277-200135-4,Con medidas de este tipo solo consiguen más crispación social y fomentar la desigualdad y las diferencias entre las clases sociales.,YES,CLAIM,NONE
26277-200135-5,Si quieren igualdad e integración empiecen por repartir la carga de forma justa.,YES,PREMISE,CONCLUSION
26277-200287-0,"Soy inquilino de la EMVS en un piso en alquiler en el Ensanche de Vallecas, no en el Barrio de Salamanca ni barrios consolidados como dice usted.",NO,SPAM,NONE
26277-200287-1,"Tengo estudios, y no básicos sino Titulado superior con Master, tengo trabajo desde hace años y todo lo que puede considerarse una vida normal, lo único que no tengo es dinero para poder vivir solo en un alquiler de Madrid, o pago el alquiler o me alimento.",NO,SPAM,NONE
26277-200371-0,"estoy de acuerdo contigo, vivienda social en todos los barrios pero ya consolidados.",YES,CLAIM,NONE
26277-200371-1,"El cañaveral carece de servicios y dotaciones, pero no olvides que es distrito de Vicalvaro y aquí tenemos unas cuantas viviendas sociales.",YES,PREMISE,OPPOSITION
26277-200371-2,En el resto de distritos no pueden decir lo mismo.,YES,CLAIM,NONE
26277-200371-3,"Así que, por favor, no digas que la propuesta es discriminatoria, eso diselo a los distritos que no tienen viviendas sociales.",NO,SPAM,NONE
26277-200371-4,En Vicalvaro hay mucha vivienda social.,YES,CLAIM,NONE
26277-200406-0,"Pero en el Cañaveral no debe haberlas o no en gran número, si nó no se quejaría por ello.",YES,CLAIM,NONE
26277-200406-1,"Entiendo lo que quiero decir pero no me valen muchos de sus argumentos, es opinión personal.",NO,SPAM,NONE
26277-200406-2,"Creo que no puede ahora aferrarse al distrito Vicalvaro es como si no hubiera dotaciones en Nueva España, por ejemplo, y le dijeran a un vecino de estas: Pero en el distrito de Chamartín hay muchas.",YES,CLAIM,NONE
26277-200406-3,"O se queja por Vicalvaro en su conjunto, que no es su fin por lo que veo, o por el barrio en concreto, Cañaveral.",YES,CLAIM,NONE
26277-202908-0,"A lo mejor, lo que se pretende es que no metan 5 bloques de gitanos como hicieron en Gavia.",YES,CLAIM,NONE
26277-202908-1,"Ahora cientos de vecinos de esa zona que pagaron barbaridades por su casa y las siguen pagando viven con ruido, inseguridad y suciedad en sus barrios.",YES,PREMISE,RESULT
26277-202908-2,Solo ese es el problema.,NO,SPAM,NONE
26277-200433-0,Yo suscribo la parte que dice que las viviendas sociales deben ser repartidas por todos los barrios donde sea posible.,NO,SPAM,NONE
26277-200433-1,En algunos es prácticamente imposible en estos momentos y en otros es más fácil.,YES,CLAIM,NONE
26277-200433-2,"Pero leyendo su propuesta, la conclusión que saco es que a usted lo que le interesa no es eso, sino que no construyan viviendas sociales en El Cañaveral, y lo de construir en otros barrios, más parece algo así como a mí que no me construyan cerca de donde vivo.",YES,CLAIM,NONE
26277-200487-0,El cañaveral es un barrio nuevo que esta en pleno desarrollo y carece de servicios y dotaciones.,YES,CLAIM,NONE
26277-200487-1,"No hay transporte ni comunicación, ni colegios.",YES,PREMISE,PRECISION
26277-200487-2,Ve usted ve usted lógico y razonable construir 1200 viviendas aquí en lugar de otros distritos ya consolidados?.,YES,PREMISE,PRECISION
26277-200775-0,"Ya está bien, repartan las familias entre más barrios, no solo en estos, por que no les llevan a la zona de Aravaca, o algún solar que tengan en el barrio de Salamanca, siempre son los mismos barrios lo que soportan estas viviendas, y si no la señora Carmena que los lleve a su chalet, y les haga un hueco.",YES,CLAIM,NONE
26277-205328-0,"¿Dónde están las viviendas sociales en Pozuelo de Alarcón, Aravaca, el barrio de Salamanca, etc. ?",NO,SPAM,NONE
26277-205328-1,o es que por ahí sólo hacen las justas para alojar a los del servicio que tienen en casa?.,NO,SPAM,NONE
26277-205328-2,Antes de dar viviendas lo que hay que hacer es educar y crear puestos de trabajo y luego hablamos de igualdad Madrid parece un gran ghetto gracias a las políticas que venden una falsa idea de preocupación por los demás cuando en realidad sólo les preocupan los votos de los que viven de las ayudas.,YES,CLAIM,NONE
26277-205328-3,"Si los que trabajamos de sol a sol luchamos para salir del ghetto, y resulta que nos preparan uno nuevos ghettos en barrios nuevos entonces apaga y vámonos, ¿Quién puede querer quedarse en un lugar así?.",YES,PREMISE,CONDITION
26277-205328-4,Los jóvenes que se han preparado se irán a otros países dispuestos a desarrollarse y aquí quedará una enorme ONG de gente que vive del cuento.,YES,PREMISE,RESULT
26277-205328-5,¿Quién querría mantener un país así?.,NO,SPAM,NONE
26277-205328-6,"No estoy de acuerdo con la especulación, pero menos con la devaluación.",YES,PREMISE,SUMMARY
26277-205328-7,Quien quiera piso que trabaje y se lo pague.,YES,CLAIM,NONE
26277-205376-0,"Yo no soy de matemáticas, pero pienso que las ayudas en vivienda y otros tienen que ser para los que trabajan y aportan o han aportado algo para la sociedad.",YES,CLAIM,NONE
26277-205376-1,"Jóvenes que trabajan mileuristas y pensionistas La gente que vive en chabolas y va teniendo hijos, los cuales se casan y tienen más hijos aumentando las chabolas y que a su vez solicitan más viviendas de protección pagando alquileres de 20 o 40 euros al mes son unos caras.",YES,CLAIM,NONE
26277-205376-2,Tus padres te traen al mundo y que menos que sean ellos los que te mantengan hasta que te puedas buscar la vida como todos los demás hacemos.,YES,CLAIM,NONE
26277-205376-3,O no tengas hijos.,NO,SPAM,NONE
26277-205376-4,¿Por qué tienen que ser otros los que tienen que mantenerte a ti y a tu familia? ¿acaso no tenemos todos derecho a una familia a la que mantener?.,NO,SPAM,NONE
26277-205376-5,"Estudias, te preparas, trabajas y te pagas un piso para tener familia.",NO,SPAM,NONE
26277-205376-6,Ese es el orden y no eso de vivir del cuento haciendo hijos y pidiendo ayudas sociales a costa de los impuestos que pagan otros que sí que trabajan.,NO,SPAM,NONE
2944-0-0,Obras y actividades benéficas en vez del desfile del Día de la Hispanidad,YES,CLAIM,NONE
2944-0-0,"Cambiar el desfile, que nos cuesta a todos más de 800000 euros, por una jornada de actividades y obras benéficas organizada por el ejército para ayudar al 29 de los compatriotas españoles pobres.",YES,CLAIM,NONE
2944-32095-0,"No estoy de acuerdo con el desfile militar, pero tampoco estoy de acuerdo con lo que dices.",YES,CLAIM,NONE
2944-32095-1,"Si por gasto fuera, el actual desfile cuesta menos de la mitad que otros años, y no llega ni a la mitad de los que se gastan otros países en lo mismo.",YES,CLAIM,NONE
2944-32095-2,"A parte, el dinero viene del ministerio de defensa, no del de sanidad.",YES,PREMISE,PRECISION
2944-32095-3,Y no se puede pasar un dinero de uno a otro.,YES,PREMISE,SUMMARY
2944-32095-4,Creo que error el es interpretar ese desfile como una publicidad para la casa real y otros dirigentes.,YES,CLAIM,NONE
2944-32095-5,"Justo este año se ha visto más claro que nunca uno de los principales motivos, y es el que todos o casi todos los presidentes autonómicos se hayan podido reunir y charlar de forma informal entre ellos.",YES,PREMISE,GOAL
2944-32095-6,"Algo que puede parecer muy clasista o de élites, opino que indirectamente fomenta el contacto entre las regiones, sus planes y su forma de ver las cosas.",YES,PREMISE,CONCESSION
2944-32095-7,Justo para que no pase lo que se ve en algunas regiones que viven más aisladas que las tribus del amazonas.,YES,PREMISE,REASON
2944-32123-0,"Los presidentes autonómicos ya se reunen entre ellos pero podrían reunirse más veces, o más a menudo, tienes razón, y en reuniones de trabajo ¿no? -http: //cadenaser.",YES,CLAIM,NONE
2944-32135-0,Y ojalá se hiciese más a menudo.,YES,CLAIM,NONE
2944-32135-1,Casi que por obligación se tendrían que reunir al menos una vez al mes.,YES,PREMISE,PRECISION
2944-32135-2,"Pero la experiencia no ha mostrado que como no sea el 12 de octubre, o en el funeral de alguien muy importante, es imposible verles a todos juntos.",YES,PREMISE,OPPOSITION
2944-32135-3,Es como si se repelieran.,NO,SPAM,NONE
2944-32143-0,"Pues díselo al gobierno de Rajoy que es quien convoca las reuniones pero si esperas un poco ya te dará igual, porque habremos puesto otro presidente.",YES,CLAIM,NONE
2944-32874-0,Negar que el desfile del 12 de Octubre sea publicidad para la Casa Real y para el Ejército.,YES,CLAIM,NONE
2944-32874-1,"Pero si es lo que se reivindica practicamente! Lo de los corrillos que se producen alrededor del desfile tanto en el Paseo del Prado, como en el Palacio Real es lo normal en un acto de este tipo.",YES,CLAIM,NONE
2944-32874-2,Acabas rodeándote de colegas de trabajo y que menos que hablar algo entre ellos.,YES,PREMISE,EXPLANATION
2944-32874-3,"Para mí, un evento de este calibre me sobra y sinceramente no lo sustituiría por nada.",NO,SPAM,NONE
2944-32119-0,"Me parece muy buena la propuesta: Un día de solidaridad con AméricaLatina que se va preparando durante todo el año con actuaciones de ayuda y colaboración a estos países ayuda no militar- si acaso los militares pueden realizar muchísimas tareas no armadas ni consideradas de tipo militar: logística y transporte de material de ayuda, ayuda en catástrofes, .",YES,CLAIM,NONE
2944-32119-1,"Esa podría se la tarea del ejército con respecto a esta celebración, el encontrar en que pueden ayudar a esos países cos sus muy enormes recursos y que se visibiliza una vez al año en el antiguo día de la hispanidad mediante actos de entrega de material o de reunión con las autoridades de estos países en relación a las actividades de colaboración no militar.",YES,PREMISE,ADDITION
2944-32122-0,Pero antes habría que solucionar el tema de la corrupción interna.,YES,CLAIM,NONE
2944-32122-1,Y la situalción de la mujer en el ejércto.,YES,PREMISE,ADDITION
2944-32122-2,"Si el ejército de Estados Unidos estaba como estaba, imaginaros como estará el español: http: //www.",YES,PREMISE,COMPARISON
2944-32140-0,Creo que cometes un error muy importante en el concepto.,YES,CLAIM,NONE
2944-32140-1,"¡El ejército no es una ONG En lo que has dicho, el ejército, como mucho, podría ayudar a defender las cosas que se transportan, a asegurar que no haya robos o violaciones diversas durante las catástrofes, etc.",YES,CLAIM,NONE
2944-32140-2,Pero el ejército no está sólo para transportar cosas.,YES,PREMISE,OPPOSITION
2944-32140-3,"Para eso están las ONG tanto laicas como religiosas, y para la atención de catástrofes está Protección Civil, que nadie se acuerda de ellos.",YES,PREMISE,EXEMPLIFICATION
2944-32144-0,¿Cómo te atreves a corregir alos demás y decirles que cometen errores si eres tu el que no tiene ni idea de lo que habla?,NO,SPAM,NONE
2944-32144-1,¿acaso no conoces las UME si es posible que hasta hayn desfilado hoy?,NO,SPAM,NONE
2944-32144-2,"El ejército gasta muchísimo dinero de los impuestos, cada año más ¿te parece demasiado que algo de ese dinero revierta a la población civil que paga esos impuestos en forma de ayudas en catástrofes etc. ?.",YES,CLAIM,NONE
2944-32145-0,"La intervención de la UME podrá ser ordenada cuando alguna de las siguientes situaciones de emergencia se produzca con carácter grave, independientemente de que se trate de una emergencia de interés nacional o no: .",YES,CLAIM,NONE
2944-32146-0,"Los soldados están acostumbrados a dejar al arma a un lado, y arremangarse para hacer otras tareas literalmente eres tu el que no te lo imaginas y te los imaginas como si estuviesen desfilando a toda horas con el fusil a cuestas.",YES,CLAIM,NONE
2944-32149-0,No hace falta que eches tal disertación.,NO,SPAM,NONE
2944-32149-1,Tengo a media familia trabajando en la UME y la otra mitad en Protección Civil.,NO,SPAM,NONE
2944-32149-2,Lo vivo de primera mano.,NO,SPAM,NONE
2944-32158-0,"Bueno, pues es que se me había pasado poner lo más importante: en el día de hermanamiento entre España y los países de LatinoAmérica el ejército no tiene nada que ver ni nada que hacer.",YES,CLAIM,NONE
2944-32158-1,"Debería de ser un encuentro de las sociedades civiles de estos países, y celebrar acuerdos de colaboración futuros, judiciales por ejemplo, para atender las demandas de extradición mutuas, y facilitar la colaboración en las labores de las distintas administraciones de cada país.",YES,PREMISE,RESULT
2944-32158-2,"Claro que igual, lo mejor es suprimir este día de hoy, y crear un nuevo día de celbración, en otra fecha, con otros objetivos, otras formas etc.",YES,PREMISE,CONCESSION
2944-32161-0,Estoy de acuerdo con ello.,NO,SPAM,NONE
2944-32161-1,"A parte de las cosas que ya se han dicho, yo aun no entiendo por qué el 12 de octubre se designó como fiesta nacional.",YES,CLAIM,NONE
2944-32161-2,Estaría más de acuerdo con que ese día fuese el 6 de diciembre y dejar el 12 de octubre para todo aquello que has mencionado.,YES,PREMISE,EXPLANATION
2944-32162-0,Esta noticia le puede interesar a los miembros de tu familia.,NO,SPAM,NONE
2944-32163-0,"Muchas gracias De hecho, más de uno ya optó por ello.",NO,SPAM,NONE
2944-32202-0,"Tendría que haber más desfiles, en la actualidad se demanda más por parte de la ciudadanía.",YES,CLAIM,NONE
2944-32202-1,Es un hecho.,NO,SPAM,NONE
2944-32880-0,¿Desfiles de alta costura no?.,NO,SPAM,NONE
2944-33111-0,"No lo sé, pero en el día nacional de España, que coincide con la fiesta de la hispanidad y del Pilar el desfile estaba petado de madrileños.",YES,CLAIM,NONE
2944-33111-1,"Yo no fui pero un acto a nivel español, que se retransmite por cadenas principales y de repercusión internacional excelente para el turismo de Madrid.",YES,CLAIM,NONE
2944-33111-2,Para hacerte una idea 5000000 de personas siguieron el desfile por RTVE El 42 de sare Además de los miles de madrileños a los que les gusta asistir a la celebración en directo.,YES,PREMISE,EXEMPLIFICATION
2944-33111-3,Sinceramente veo mucho partidismo y poco amor a Madrid.,YES,PREMISE,CONCLUSION
2944-32230-0,"A mí opinión 800 mil euros daria de comer a muchas familias y a crear algún puesto de trabajo ya sea funcionarios o privados, se que el ejercito cumple su función pero ese dineral es de todos y debería usarse para todos por ejemplo.",YES,CLAIM,NONE
2944-95309-0,"Hola, he creado una propuesta en defensa del español, .",NO,SPAM,NONE
3481-0-0,Impuestos a viviendas vacias,YES,CLAIM,NONE
3481-0-0,"Esta propuesta es para fomentar el alquiler de las viviendas vacias, se les ponga un impuesto que sea proporcional al tiempo que este desocupada esa vivienda.",YES,CLAIM,NONE
3481-35448-0,"¿Tu propuesta implica a particulares y a bancos, o solo a los bancos?",NO,SPAM,NONE
3481-35448-1,"Matiza mejor tu propuesta, a quien va dirigida, cuanto tiempo máximo puede estar vacía, etc. Estoy de acuerdo en multar a los bancos, pero un ciudadano particular no debería de estar obligado a alquilar su casa aunque tenga mucha pasta ¿Por qué tienes que meter a gente que destroce tu casa Sí, hay gente que lo hace y no, no es raro que te encuentres casos así.",YES,PREMISE,OPPOSITION
3481-35448-2,"El que quiere alquilar su casa o venderla lo hace, pero con sus condiciones.",YES,CLAIM,NONE
3481-35448-3,"Bajarías el precio, efectivamente, pero obligarías a gente a pedir menos valor con tal de venderla o alquilarla a cualquier precio.",YES,PREMISE,RESULT
3481-35448-4,Esa situación no es buena en todos los casos.,YES,CLAIM,NONE
3481-35493-0,"Considero la vivienda como una necesidad, esta propuesta implicaria a todos, gente hay muy buena como mala, esto se solucionaría creando un registro de estas personas que destrozan las casas y se pidan informes para alquilar.",YES,CLAIM,NONE
3481-35493-1,"Bajaría sí el alquiler y la venta, pero de esta forma todo el mundo podría tener un techo.",YES,PREMISE,RESULT
3481-35650-0,Creo que el hecho de que un particular alquile una vivienda que tenga vacía depende de muchas cosas.,NO,SPAM,NONE
3481-35650-1,Supongo que será cuestión de haberse visto o no en la situación.,NO,SPAM,NONE
3481-95742-0,"Yo he creado mi propia propuesta al respecto, me ha llevado tiempo y. Sorpresa, ya hay iniciativas en marcha, lástima que no haya grandes apoyos, no lo entiendo, no entiendo lo corto de miras que se puede llegar a ser.",NO,SPAM,NONE
3481-95742-1,"¿Porqué no perdamos lo poco que hemos conseguido dejamos de apoyar un bien común? y lo que podríamos ganar todos, incluso nuestros hijos, nietos, .",NO,SPAM,NONE
